name,ingredients
Chicken With Sun-Dried Tomato Cream Sauce,"6 bone-in, skin-on chicken thighs, salt, to taste, pepper, to taste, 3 tablespoons unsalted butter, 4 cloves garlic, sliced, 1 cup chicken broth (236 mL), ½ cup heavy cream (118 mL), ⅓ cup sun-dried tomato (20 g), 1 teaspoon dried oregano, 1 teaspoon dried thyme, ¼ cup fresh basil (10 g), sliced"
Sticky Pineapple Chicken,"1 large pineapple, 2 tablespoons peanut or vegetable oil, 6 boneless chicken thighs, cut into bite-size cubes, 1 teaspoon salt, 1 teaspoon pepper, 1 tablespoon hoisin sauce, 1 tablespoon soy sauce, 1 tablespoon brown sugar, 1 tablespoon garlic paste, ½ cup chicken stock (100 mL), cooked rice, for serving, sesame seed, for garnish"
Chicken Parmesan Sliders,"1 (12-pack) dinner rolls or Hawaiian sweet rolls, 3 cups shredded rotisserie chicken (375 g), ½ cup marinara sauce (115 g), 8 oz fresh mozzarella cheese (225 g), sliced, ¼ cup fresh basil (10 g), chopped, ½ cup butter (125 mL), melted, 3 cloves garlic, finely chopped, 2 tablespoons fresh parsley, finely chopped, 2 tablespoons grated parmesan cheese"
Garlic Shrimp Bacon Alfredo,"6 slices bacon, chopped, 1 lb shrimp (455 g), peeled and deveined, 1 teaspoon salt, ½ teaspoon black pepper, ½ medium yellow onion, diced, 1 medium tomato, diced, 3 cloves garlic, minced, 2 cups heavy cream (480 mL), 1 lb fettuccine (455 g), cooked, 1 cup grated parmesan cheese (110 g), ½ cup fresh parlsey (20 g), chopped"
Slow Cooker Carnitas,"4 lb boneless pork butt (1.8 kg), or shoulder, cut into six equal pieces, 2 teaspoons salt, 1 teaspoon pepper, 1 tablespoon dried oregano, 1 tablespoon cumin, 8 cloves garlic, crushed, 1 medium onion, quartered, 3 leaves bay leaf, 1 lime, juiced, 1 large orange, juiced, save the spent halves, tortilla, taco shell, rice, 1 can black beans, salsa, guacamole, sour cream, fresh cilantro, 1 cup cheese (100 g)"
Stuffed Chicken Parmesan,"3 chicken breasts, boneless and skinless, salt, to taste, 1 cup mozzarella cheese (100 g), 2 cups flour (250 g), 6 eggs, beaten, 2 cups bread crumbs (230 g), 1 cup oil (240 g), for frying, 3 cups tomato sauce (780 g), ½ cup grated parmesan cheese (55 g), 2 tablespoons fresh basil"
Bacon Ranch Chicken Bake,"3 chicken breasts, salt, to taste, pepper, to taste, 6 tablespoons ranch dressing, 6 slices bacon, 4 oz cheddar cheese (115 g)"
Chicken Bacon Alfredo Roll Ups,"8 lasagna noodles, 2 cups cooked chicken (250 g), shredded, 1 lb cooked bacon (455 g), crumbled, 8 oz mozzarella cheese (225 g), shredded, 1 teaspoon garlic powder, ½ tablespoon garlic, minced, 2 cups heavy cream (480 mL), pepper, to taste, salt, to taste, 1 cup parmesan cheese (110 g), grated, ½ cup butter (115 g), 4 oz cream cheese"
BBQ Chicken Poppers,"2 boneless, skinless chicken breasts, 2 teaspoons salt, 1 teaspoon pepper, 1 teaspoon garlic powder, 1 teaspoon chili powder, 1 cup flour (125 g), 3 eggs, beaten, oil, for frying, ½ cup BBQ sauce (145 g)"
Chinese-style Glazed Pork Belly,"20 oz pork belly (500 g), lean, 4 cups water (960 mL), plus 250 milliliters, divided, 4 slices of fresh ginger, 1 spring onion, cut into 2-inch (5 cm) pieces, 2 cloves garlic, crushed, 2 tablespoons oil, 2 tablespoons brown sugar, 3 tablespoons light soy sauce, 3 tablespoons dark soy sauce, 3 tablespoons shaoxing rice wine, cooked rice, for serving, sliced green onion, for serving"
Garlic Parmesan Chicken Tenders,"olive oil cooking spray, for greasing, ¾ cup all-purpose flour (95 g), 3 large eggs, 2 tablespoons lemon juice, 1 cup panko bread crumbs (50 g), ½ cup grated parmesan cheese (55 g), 1 tablespoon garlic powder, ½ tablespoon lemon zest, kosher salt, to taste, freshly ground black pepper, to taste, 1 ¼ lb chicken tenders (565 g)"
Teriyaki Chicken Fried Rice Dome,"¼ cup sugar (50 g), ½ cup soy sauce (120 mL), plus 3 tablespoons, divided, ½ cup mirin (120 mL), 2 lb boneless, skinless chicken thighs (910 g), sliced, 1 tablespoon canola oil, 2 carrots, peeled and minced, 1 medium onion, minced, 1 red bell pepper, seeded and minced, salt, to taste, pepper, to taste, 1 cup peas (150 g), 1 cup broccoli florets (150 g), 3 tablespoons sesame oil, divided, 2 tablespoons garlic, minced, 1 tablespoon ginger, minced, 4 cups white rice (800 g), cooled, 6 large eggs, beaten, 1 sesame seed, for garnish, scallion, sliced, for garnish"
Creamy Chicken Chimichanga,"1 onion, diced, 2 cloves garlic, minced, 1 bell pepper, diced, 1 jalapeño, diced, 1 teaspoon salt, ½ teaspoon pepper, 4 cups rotisserie chicken (500 g), shredded, 1 cup corn (175 g), 1 teaspoon cumin, 1 teaspoon paprika, 8 oz cream cheese (225 g), 6 flour tortillas, 2 cups cheese blend (200 g), oil, for frying, sour cream, for serving, pico de gallo, for serving"
American Buttermilk-Fried Chicken,"6 bone-in chicken drumsticks and thighs, 2 teaspoons kosher salt, 1 teaspoon freshly ground black pepper, 1 teaspoon dried oregano, 1 teaspoon paprika, 1 teaspoon ground white pepper, 1 teaspoon garlic powder, 2 cups buttermilk (480 mL), 2 cups all-purpose flour (250 g), 1 teaspoon kosher salt, 1 teaspoon freshly ground black pepper, 1 teaspoon paprika, 1 teaspoon garlic powder, ½ teaspoon cayenne pepper, neutral oil, for frying"
Chinese Chicken Curry,"3 tablespoons oil, 3 cups chicken (400 g), 1 teaspoon salt, 1 teaspoon pepper, 1 ⅓ cups onion (200 g), chopped, ¾ cup carrot (100 g), chopped, 1 cup potato (200 g), chopped, 4 ¼ cups water (1 L), ⅔ cup peas (100 g), ⅔ cup curry paste (150 g)"
Easy Sticky Chicken Drumsticks,"12 chicken drumsticks, 6 cloves garlic, crushed, 3 tablespoons ginger, 1 red chili, 3 tablespoons honey, ½ cup soy sauce (100 mL), sesame seed, spring onion"
Chicken Lo Mein,"1 lb chicken breast (455 g), sliced, 1 teaspoon pepper, 1 teaspoon salt, 2 teaspoons sesame oil, divided, ¼ cup chicken broth (60 mL), 1 tablespoon soy sauce, 1 tablespoon hoisin sauce, 1 teaspoon cornstarch, 1 tablespoon vegetable oil, 2 cloves garlic, minced, 1 tablespoon minced fresh ginger, ½ cup shiitake mushroom, sliced, ½ cup onion, sliced, ½ cup carrot (61 g), sliced, ½ cup sugar snap peas (49 g), halved, 4 servings cooked egg noodles, 1 tablespoon scallions, chopped, for garnish"
Loaded BBQ Chicken Nachos,"1 tablespoon canola oil, 2 breasts chicken breast, finely diced, ½ tablespoon kosher salt, ½ tablespoon freshly ground black pepper, 1 tablespoon garlic powder, 1 tablespoon chili powder, ¾ cup BBQ sauce (215 g), 13 oz tortilla chips (370 g), 1 bag, 2 cups shredded cheese (200 g), shredded, ½ red onion, finely sliced, 1 tomato, diced, 8 strips bacon, cooked, crumbled, 2 tablespoons fresh parsley, finely chopped, ½ cup sour cream (115 g), 1 avocado, diced"
Chicken Parmesan Baked Ziti,"1 lb ziti pasta (455 g), 2 chicken breasts, 25 oz tomato sauce (705 g), 2 cups mozarella (200 g), 1 cup parmesan cheese (110 g), ¼ cup fresh basil (10 g), salt, to taste, pepper, to taste"
One-Pan Balsamic Chicken & Veggies,"¼ cup italian salad dressing (250 mL), 3 tablespoons balsamic vinegar, 1 ½ tablespoons honey, ⅛ teaspoon red pepper flakes, 1 lb chicken breast (455 g), 2 tablespoons olive oil, salt, to taste, pepper, to taste, 1 lb fresh asparagus (455 g), trimmed of tough ends, chopped into 2-inch / 5cm pieces, 1 ½ cups carrot (185 g), 1 cup grape tomatoes (200 g), halved"
One-Pot Creamy Chicken Marsala Pasta,"3 tablespoons olive oil, 1 ½ lb boneless, skinless chicken breast (680 g), cut into chunks, 2 cups white mushroom (150 g), or button mushrooms, sliced, 1 white onion, sliced, 3 cups chicken stock (720 mL), 1 ½ cups heavy cream (360 mL), 1 cup marsala wine (240 mL), 3 cups penne pasta (300 g), uncooked, 1 cup shredded parmesan cheese (100 g), salt, to taste, pepper, to taste, 1 tablespoon fresh parsley, optional garnish"
Keto Bacon Cauliflower “Mac” ‘N’ Cheese,"4 strips bacon, 4 cups water (960 mL), 1 large head cauliflower, 2 teaspoons kosher salt, divided, 4 oz cream cheese (115 g), ⅓ cup heavy cream (80 mL), ¼ teaspoon cayenne pepper, 1 teaspoon paprika, 2 cups shredded cheddar cheese (200 g), fresh parsley, finely chopped, for garnish"
20-Minute Beef And Broccoli Noodle Stir-Fry,"3 oz instant ramen (85 g), 3 packages, 8 cups water (1.9 L), boiling hot, 1 clove garlic, minced, 1 teaspoon cornstarch, 2 tablespoons sesame oil, 1 lime, juiced, ¼ cup soy sauce (60 mL), plus 1 tablespoon, 2 cups broccoli floret (300 g), 1 tablespoon olive oil, divided, ¾ lb flank steak (340 g), thinly sliced, ½ medium yellow onion, thinly sliced, 2 tablespoons green onion, sliced, 2 tablespoons fresh cilantro, chopped, 1 ½ teaspoons sesame seeds, toasted"
One-Pan Chicken And Broccoli Stir-Fry,"½ cup soy sauce (120 mL), ¼ cup honey (85 g), 2 cloves garlic, minced, 1 teaspoon minced fresh ginger, 1 tablespoon sesame seeds, 1 tablespoon canola oil, 1 lb chicken (455 g), cubed, 1 teaspoon kosher salt, 1 teaspoon freshly ground black pepper, 1 cup broccoli (150 g), chopped, 1 cup red bell pepper (100 g), seeded and diced, cooked rice, for serving (optional)"
Sweet And Sour Pork,"½ lb pork (200 g), chopped into bite size pieces, 1 teaspoon salt, 1 teaspoon corn flour, 1 egg, 1 cup corn flour (100 g), 2 ½ cups oil (500 mL), 2 tablespoons oil, 2 teaspoons garlic, crushed, ½ green bell pepper, chopped, ½ red bell pepper, chopped, ⅔ cup pineapple (150 g), ¼ cup white caster sugar (50 g), ¼ cup rice vinegar (50 mL), 2 tablespoons ketchup"
Sticky Garlic Chicken Bites,"2 chicken breasts, 1 egg, beaten, 2 cups panko breadcrumbs (100 g), salt, pepper, 4 tablespoons soy sauce, 4 tablespoons honey, 4 cloves garlic, crushed, 2 tablespoons hoisin sauce, 1 tablespoon  sriracha, 1 tablespoon grated ginger, spring onion, for garnish, sesame seed, for garnish"
Chicken Noodle Soup,"2 tablespoons butter, 1 cup onion (150 g), diced, 2 cloves garlic, minced, 1 cup celery (225 g), diced, 1 cup carrot (120 g), diced, ½ lb cooked chicken (225 g), shredded, 4 cans chicken broth, 2 cups egg noodle (300 g), 1 teaspoon salt, 1 teaspoon pepper, 2 leaves dried bay leaf"
Ham & Cheese Chicken Rollups,"2 boneless, skinless chicken breasts, 1 teaspoon salt, for chicken, ¼ teaspoon pepper, for chicken, 1 teaspoon garlic powder, 4 slices ham, 4 slices provolone cheese, 1 cup flour (125 g), 2 eggs, beaten, 1 cup breadcrumb (115 g), 3 cups broccoli floret (450 g), 4 tablespoons olive oil, 1 teaspoon salt, ¼ teaspoon pepper"
One-Pan Chicken Adobo,"2 lb chicken (910 g), 3 dried bay leaves, 5 tablespoons soy sauce, 2 tablespoons vinegar, 3 garlics, crushed, 1 cup water (240 mL), ¼ cup cooking oil (60 mL), 1 tablespoon white sugar, salt, to taste, whole peppercorn"
One-Pan Garlic Parmesan Chicken And Vegetable Bake,"2 chicken breasts, 2 small broccoli crowns, 4 medium red potatoes, ¼ cup olive oil (60 mL), 2 teaspoons sea salt, 2 teaspoons black pepper, 2 teaspoons onion powder, 1 teaspoon paprika, 2 cloves garlic, crushed, ⅓ cup parmesan cheese (40 g), grated"
Lemon Pepper Baked Wings,"1 ½ lb chicken wings (680 g), 2 teaspoons baking powder, ¼ teaspoon salt, 1 tablespoon butter, 3 tablespoons lemon juice, 1 teaspoon pepper, salt, to taste"
One Pot Cajun Chicken & Rice,"4 chicken breasts, ¼ cup cajun spice (30 g), to taste, extra for seasoning chicken, 1 onion, diced, 1 bell pepper, diced, 1 can black beans, drained, 1 cup rice (225 g), 15 oz chopped tomato (425 g), 1 can, 1 ¾ cups chicken stock (400 mL), olive oil, 2 teaspoons salt, 2 teaspoons garlic powder, 2 teaspoons hot paprika, 1 teaspoon black pepper, 1 teaspoon onion salt, 1 teaspoon cayenne pepper, 1 teaspoon dried oregano, 1 teaspoon dried thyme"
Hasselback Pizza Chicken,"1 chicken breast, 7 teaspoons tomato puree, 7 slices mozzarella cheese, 7 slices salami, 1 tablespoon grated cheddar cheese, 1 teaspoon dried oregano"
One-skillet Chicken Pot Pie,"1 tablespoon olive oil, 1 ½ lb boneless, skinless chicken breast (680 g), cubed, salt, to taste, pepper, to taste, ½ white onion, chopped, 2 cloves garlic, minced, 1 cup yukon gold potato (225 g), cubed, 2 cups frozen pea and carrot (300 g), 4 tablespoons butter, 4 tablespoons all-purpose flour, 2 cups chicken broth (480 mL), 1 frozen prepared pie crust, thawed, 1 egg, beaten"
Hidden Veggie Chicken & Rice,"5 bone-in, skin-on chicken thighs, ½ teaspoon salt, plus more to taste, ¼ teaspoon pepper, plus more to taste, 1 teaspoon garlic powder, divided, ½ teaspoon paprika, ½ teaspoon dried basil, ½ teaspoon dried oregano, 2 zucchinis, grated, 1 cup rice (200 g), 1 ½ cups chicken broth (355 mL)"
"One-Pot Chicken, Bacon, And Goat Cheese Pasta","2 lb chicken thighs (910 g), boneless, with skin on, ½ lb bacon (225 g), chopped, 1 lb asparagus (455 g), trimmed and chopped, 1 red onion, diced, 4 cloves garlic, minced, 6 cups chicken broth (1.4 L), 1 cup milk (240 mL), 1 lb fusilli pasta (455 g), 8 oz goat cheese (225 g), ½ cup sun-dried tomato (25 g), chopped, salt, to taste, pepper, to taste"
Creamy Bacon Hasselback Chicken,"4 chicken breasts, 4 rashers bacon, chopped, 2 spring onions, chopped, ½ cup cream cheese (100 g)"
BBQ Chicken Sliders,"12 dinner rolls or Hawaiian sweet rolls, 3 cups shredded cooked chicken (375 g), ⅓ cup barbecue sauce (95 g), ½ red onion, thinly sliced, 6 slices pepper jack cheese, ¼ cup fresh parsley (10 g), finely chopped, 2 tablespoons butter"
Chicken Cordon Bleu Bake,"4 boneless, skinless chicken breasts, 1 salt, to taste, 1 pepper, to taste, 1 tablespoon garlic powder, 1 tablespoon onion powder, 16 slices swiss cheese, ½ lb ham (225 g), sliced, 2 sheets puff pastry, thawed if frozen, ¼ cup english mustard (60 g), 1 egg, beaten"
Slow Cooker Barbacoa-Style Beef Tacos,"3 lb beef chuck roast (1.3 kg), pepper, to taste, salt, to taste, oil, a drizzle, 4 chipotle peppers in adobo sauce, chopped, 5 cloves garlic, chopped, 1 tablespoon ground cumin, 3 teaspoons dried oregano, ¼ teaspoon ground cloves, ½ cup beef broth (120 mL), ¼ cup apple cider vinegar (60 mL), ¼ cup fresh lime juice (60 mL), 3 bay leaves, flour tortilla, or corn tortillas, rice, cooked, pico de gallo, shredded cheese, sour cream, guacamole, fresh cilantro leaf, avocado, sliced"
Chipotle's Chicken,"1 lb boneless, skinless chicken thighs (455 g), kosher salt, to taste, freshly ground black pepper, to tate, 6 oz chipotle peppers in adobo (170 g), finely chopped, 1 tablespoon vegetable oil"
Cauliflower Rice Chicken Bake,"4 cups cauliflower rice (400 g), 2 cups broccoli floret (300 g), 2 cups chicken (300 g), cooked, cubed, ½ cup shredded mozzarella cheese (50 g), 1 cup shredded cheddar cheese (100 g), divided, 1 teaspoon garlic powder, 1 teaspoon onion powder, salt, to taste, fresh parsley, optional, to serve"
Classic Lasagna,"nonstick cooking spray, for greasing, 1 lb ground beef (455 g), cooked and drained of fat, 4 cups marinara sauce (920 g), 4 cups whole milk ricotta cheese (1 kg), 2 cups grated parmesan cheese (220 g), 2 tablespoons fresh parsley, chopped, 2 tablespoons fresh basil, chopped, 1 teaspoon kosher salt, ½ teaspoon freshly ground black pepper, 2 tablespoons extra virgin olive oil, 15 lasagna noodles, cooked according to package instrucions, 3 cups shredded mozzarella cheese (300 g)"
French Pepper Steak (Steak Au Poivre),"2 tablespoons whole black peppercorns, 14 oz new york strip steak (400 g), or other good-quality steak, 2 teaspoons kosher salt, 1 tablespoon vegetable oil, 2 tablespoons unsalted butter, divided, ⅓ cup brandy or cognac (80 mL), 1 cup cream (240 mL), 1 tablespoon dijon mustard"
Honey-Lime Chicken And Avocado Salad,"4 boneless chicken thighs, 1 head romaine lettuce, chopped, ½ cup cherry tomato (100 g), halved, ½ red onion, thinly sliced, 2 avocados, chopped, 1 tablespoon olive oil, 1 teaspoon salt, 2 cloves garlic, minced, 1 jalapeño pepper, minced, ½ teaspoon chili powder, 1 tablespoon honey, 4 tablespoons lime juice, 4 tablespoons olive oil, 2 tablespoons honey, 1 teaspoon salt, ½ teaspoon pepper, 4 tablespoons lime juice"
Slow Cooker Chicken Tikka Masala,"2 cups chicken (250 g), 1 tablespoon flour, 2 teaspoons salt, 1 tablespoon garam masala, 1 tablespoon turmeric, 1 tablespoon paprika, 1 onion, chopped, 4 cloves garlic, minced, 2 green chiles, chopped, ½ cup tomato (100 g), in their juices, 2 tablespoons tomato puree, ¾ cup plain yogurt (200 g), rice, coriander"
Mississippi Roast,"1 boneless chuck roast, 3 pounds (1.3 KG), ¼ cup flour (30 g), salt, to taste, pepper, to taste, 3 tablespoons canola oil, 4 tablespoons butter, 10 pepperoncinis, 2 tablespoons mayonnaise, 2 teaspoons apple cider vinegar, ¼ teaspoon dried dill, ⅛ teaspoon paprika, fresh parsley, for garnish"
Meal Prep Pesto Chicken Pasta,"1 tablespoon oil, salt, to taste, 1 lb large chicken breast (455 g), cooked and diced, 2 cups asparagus (250 g), cut into 1 1/2-in/38-mm pieces, 10 oz cherry tomatoes (285 g), halved, ⅔ cup pesto (150 g), 2 cups whole wheat penne (200 g), measured dry, parsley, for garnish"
One-Pot Sausage And Peppers Pasta,"1 lb farfalle pasta (455 g), or any short pasta, 1 tablespoon olive oil, 3 hot italian sausages, 3 sweet italian sausages, 1 red bell pepper, large, diced, 1 green bell pepper, large, diced, 1 yellow bell pepper, large, diced, ½ white onion, sliced, 2 cloves garlic, sliced, 28 oz diced tomato (795 g), 1 teaspoon oregano, 1 teaspoon salt, 1 teaspoon black ground pepper"
Spicy Korean Chicken,"oil, for frying, ½ cup cornstarch (65 g), ½ cup flour (65 g), 2 teaspoons salt, 1 cup water (240 mL), 10 chicken wings, or drumettes, 1 cup cornstarch (125 g), 2 tablespoons soy sauce, ¼ cup honey (85 g), 2 tablespoons rice vinegar, 2 tablespoons gochujang, (Korean chili paste), 2 cloves garlic, minced, 1 tablespoon ginger, grated, sesame seed, to serve"
Dairy-Free Chicken Fettuccine Alfredo,"4 boneless, skinless chicken breasts, about 1 inch (2.5 cm) thick, 3 ½ teaspoons kosher salt, divided, plus more to taste, 2 ½ teaspoons freshly ground black pepper, divided, 5 tablespoons olive oil, divded, ¾ lb fettuccine pasta (340 g), uncooked, 1 large shallot, minced, 6 garlics, minced, 3 tablespoons all purpose flour, 13.5 oz coconut milk (400 mL), 1 cup chicken stock (240 mL), or vegetable stock, 1 tablespoon fresh lemon juice, fresh parsley, minced, to taste"
